case_name,maximum_bs_curvature,maximum_curvature
case_files\Case5-1.025-17.0-60D_30,0.815675E-01,0.815675E-01
case_files\Case5-1.05-8.0-60D_30,0.669115E-01,0.669115E-01
case_files\Case5-1.05-8.25-60D_30,0.674643E-01,0.674643E-01
case_files\Case5-1.05-8.5-60D_30,0.679911E-01,0.679911E-01
case_files\Case5-1.05-8.75-60D_30,0.684937E-01,0.684937E-01
case_files\Case5-1.05-9.0-60D_30,0.689711E-01,0.689711E-01
case_files\Case5-1.05-9.25-60D_30,0.694251E-01,0.694251E-01
case_files\Case5-1.05-9.5-60D_30,0.698598E-01,0.698598E-01
case_files\Case5-1.05-9.75-60D_30,0.702750E-01,0.702750E-01
case_files\Case5-1.05-10.0-60D_30,0.706724E-01,0.706724E-01
case_files\Case5-1.05-10.25-60D_30,0.710496E-01,0.710496E-01
case_files\Case5-1.05-10.5-60D_30,0.714088E-01,0.714088E-01
case_files\Case5-1.05-10.75-60D_30,0.717543E-01,0.717543E-01
case_files\Case5-1.05-11.0-60D_30,0.720835E-01,0.720835E-01
case_files\Case5-1.05-11.25-60D_30,0.724001E-01,0.724001E-01
case_files\Case5-1.05-11.5-60D_30,0.727019E-01,0.727019E-01
case_files\Case5-1.05-11.75-60D_30,0.729897E-01,0.729897E-01
case_files\Case5-1.05-12.0-60D_30,0.732641E-01,0.732641E-01
case_files\Case5-1.05-12.25-60D_30,0.735271E-01,0.735271E-01
case_files\Case5-1.05-12.5-60D_30,0.737787E-01,0.737787E-01
case_files\Case5-1.05-12.75-60D_30,0.740208E-01,0.740208E-01
case_files\Case5-1.05-13.0-60D_30,0.742522E-01,0.742522E-01
case_files\Case5-1.05-13.25-60D_30,0.744740E-01,0.744740E-01
case_files\Case5-1.05-13.5-60D_30,0.746857E-01,0.746857E-01
case_files\Case5-1.05-13.75-60D_30,0.748880E-01,0.748880E-01
case_files\Case5-1.05-14.0-60D_30,0.750802E-01,0.750802E-01
case_files\Case5-1.05-14.25-60D_30,0.752636E-01,0.752636E-01
case_files\Case5-1.05-14.5-60D_30,0.754399E-01,0.754399E-01
case_files\Case5-1.05-14.75-60D_30,0.756097E-01,0.756097E-01
case_files\Case5-1.05-15.0-60D_30,0.757714E-01,0.757714E-01
case_files\Case5-1.05-15.25-60D_30,0.759258E-01,0.759258E-01
case_files\Case5-1.05-15.5-60D_30,0.760733E-01,0.760733E-01
case_files\Case5-1.05-15.75-60D_30,0.762142E-01,0.762142E-01
case_files\Case5-1.05-16.0-60D_30,0.763496E-01,0.763496E-01
case_files\Case5-1.05-16.25-60D_30,0.764788E-01,0.764788E-01
case_files\Case5-1.05-16.5-60D_30,0.766017E-01,0.766017E-01
case_files\Case5-1.05-16.75-60D_30,0.767187E-01,0.767187E-01
case_files\Case5-1.05-17.0-60D_30,0.768307E-01,0.768307E-01
case_files\Case5-1.075-8.0-60D_30,0.625547E-01,0.625547E-01
case_files\Case5-1.075-8.25-60D_30,0.630964E-01,0.630964E-01
case_files\Case5-1.075-8.5-60D_30,0.636103E-01,0.636103E-01
case_files\Case5-1.075-8.75-60D_30,0.641021E-01,0.641021E-01
case_files\Case5-1.075-9.0-60D_30,0.645702E-01,0.645702E-01
case_files\Case5-1.075-9.25-60D_30,0.650169E-01,0.650169E-01
case_files\Case5-1.075-9.5-60D_30,0.654422E-01,0.654422E-01
case_files\Case5-1.075-9.75-60D_30,0.658496E-01,0.658496E-01
case_files\Case5-1.075-10.0-60D_30,0.662400E-01,0.662400E-01
case_files\Case5-1.075-10.25-60D_30,0.666145E-01,0.666145E-01
case_files\Case5-1.075-10.5-60D_30,0.669693E-01,0.669693E-01
case_files\Case5-1.075-10.75-60D_30,0.673085E-01,0.673085E-01
case_files\Case5-1.075-11.0-60D_30,0.676346E-01,0.676346E-01
case_files\Case5-1.075-11.25-60D_30,0.679468E-01,0.679468E-01
case_files\Case5-1.075-11.5-60D_30,0.682480E-01,0.682480E-01
case_files\Case5-1.075-11.75-60D_30,0.685357E-01,0.685357E-01
case_files\Case5-1.075-12.0-60D_30,0.688105E-01,0.688105E-01
case_files\Case5-1.075-12.25-60D_30,0.690732E-01,0.690732E-01
case_files\Case5-1.075-12.5-60D_30,0.693243E-01,0.693243E-01
case_files\Case5-1.075-12.75-60D_30,0.695665E-01,0.695665E-01
case_files\Case5-1.075-13.0-60D_30,0.697983E-01,0.697983E-01
case_files\Case5-1.075-13.25-60D_30,0.700206E-01,0.700206E-01
case_files\Case5-1.075-13.5-60D_30,0.702355E-01,0.702355E-01
case_files\Case5-1.075-13.75-60D_30,0.704410E-01,0.704410E-01
case_files\Case5-1.075-14.0-60D_30,0.706379E-01,0.706379E-01
case_files\Case5-1.075-14.25-60D_30,0.708262E-01,0.708262E-01
case_files\Case5-1.075-14.5-60D_30,0.710066E-01,0.710066E-01
case_files\Case5-1.075-14.75-60D_30,0.711789E-01,0.711789E-01
case_files\Case5-1.075-15.0-60D_30,0.713433E-01,0.713433E-01
case_files\Case5-1.075-15.25-60D_30,0.715019E-01,0.715019E-01
case_files\Case5-1.075-15.5-60D_30,0.716550E-01,0.716550E-01
case_files\Case5-1.075-15.75-60D_30,0.718016E-01,0.718016E-01
case_files\Case5-1.075-16.0-60D_30,0.719422E-01,0.719422E-01
case_files\Case5-1.075-16.25-60D_30,0.720774E-01,0.720774E-01
case_files\Case5-1.075-16.5-60D_30,0.722079E-01,0.722079E-01
case_files\Case5-1.075-16.75-60D_30,0.723326E-01,0.723326E-01
case_files\Case5-1.075-17.0-60D_30,0.724508E-01,0.724508E-01
case_files\Case5-1.1-8.0-60D_30,0.585575E-01,0.585575E-01
case_files\Case5-1.1-8.25-60D_30,0.590851E-01,0.590851E-01
case_files\Case5-1.1-8.5-60D_30,0.595860E-01,0.595860E-01
case_files\Case5-1.1-8.75-60D_30,0.600661E-01,0.600661E-01
case_files\Case5-1.1-9.0-60D_30,0.605228E-01,0.605228E-01
case_files\Case5-1.1-9.25-60D_30,0.609612E-01,0.609612E-01
case_files\Case5-1.1-9.5-60D_30,0.613791E-01,0.613791E-01
case_files\Case5-1.1-9.75-60D_30,0.617789E-01,0.617789E-01
case_files\Case5-1.1-10.0-60D_30,0.621634E-01,0.621634E-01
case_files\Case5-1.1-10.25-60D_30,0.625308E-01,0.625308E-01
case_files\Case5-1.1-10.5-60D_30,0.628819E-01,0.628819E-01
case_files\Case5-1.1-10.75-60D_30,0.632174E-01,0.632174E-01
case_files\Case5-1.1-11.0-60D_30,0.635390E-01,0.635390E-01
case_files\Case5-1.1-11.25-60D_30,0.638483E-01,0.638483E-01
case_files\Case5-1.1-11.5-60D_30,0.641459E-01,0.641459E-01
case_files\Case5-1.1-11.75-60D_30,0.644326E-01,0.644326E-01
case_files\Case5-1.1-12.0-60D_30,0.647058E-01,0.647058E-01
case_files\Case5-1.1-12.25-60D_30,0.649673E-01,0.649673E-01
case_files\Case5-1.1-12.5-60D_30,0.652171E-01,0.652171E-01
case_files\Case5-1.1-12.75-60D_30,0.654578E-01,0.654578E-01
case_files\Case5-1.1-13.0-60D_30,0.656903E-01,0.656903E-01
case_files\Case5-1.1-13.25-60D_30,0.659133E-01,0.659133E-01
case_files\Case5-1.1-13.5-60D_30,0.661292E-01,0.661292E-01
case_files\Case5-1.1-13.75-60D_30,0.663360E-01,0.663360E-01
case_files\Case5-1.1-14.0-60D_30,0.665345E-01,0.665345E-01
case_files\Case5-1.1-14.25-60D_30,0.667249E-01,0.667249E-01
case_files\Case5-1.1-14.5-60D_30,0.669075E-01,0.669075E-01
case_files\Case5-1.1-14.75-60D_30,0.670826E-01,0.670826E-01
case_files\Case5-1.1-15.0-60D_30,0.672508E-01,0.672508E-01
case_files\Case5-1.1-15.25-60D_30,0.674119E-01,0.674119E-01
case_files\Case5-1.1-15.5-60D_30,0.675669E-01,0.675669E-01
case_files\Case5-1.1-15.75-60D_30,0.677169E-01,0.677169E-01
case_files\Case5-1.1-16.0-60D_30,0.678618E-01,0.678618E-01
case_files\Case5-1.1-16.25-60D_30,0.680010E-01,0.680010E-01
case_files\Case5-1.1-16.5-60D_30,0.681353E-01,0.681353E-01
case_files\Case5-1.1-16.75-60D_30,0.682642E-01,0.682642E-01
case_files\Case5-1.1-17.0-60D_30,0.683875E-01,0.683875E-01
case_files\Case5-1.125-8.0-60D_30,0.548897E-01,0.548897E-01
case_files\Case5-1.125-8.25-60D_30,0.553989E-01,0.553989E-01
case_files\Case5-1.125-8.5-60D_30,0.558871E-01,0.558871E-01
case_files\Case5-1.125-8.75-60D_30,0.563526E-01,0.563526E-01
case_files\Case5-1.125-9.0-60D_30,0.567991E-01,0.567991E-01
case_files\Case5-1.125-9.25-60D_30,0.572276E-01,0.572276E-01
case_files\Case5-1.125-9.5-60D_30,0.576353E-01,0.576353E-01
case_files\Case5-1.125-9.75-60D_30,0.580288E-01,0.580288E-01
case_files\Case5-1.125-10.0-60D_30,0.584035E-01,0.584035E-01
case_files\Case5-1.125-10.25-60D_30,0.587641E-01,0.587641E-01
case_files\Case5-1.125-10.5-60D_30,0.591101E-01,0.591101E-01
case_files\Case5-1.125-10.75-60D_30,0.594404E-01,0.594404E-01
case_files\Case5-1.125-11.0-60D_30,0.597586E-01,0.597586E-01
case_files\Case5-1.125-11.25-60D_30,0.600654E-01,0.600654E-01
case_files\Case5-1.125-11.5-60D_30,0.603601E-01,0.603601E-01
case_files\Case5-1.125-11.75-60D_30,0.606432E-01,0.606432E-01
case_files\Case5-1.125-12.0-60D_30,0.609129E-01,0.609129E-01
case_files\Case5-1.125-12.25-60D_30,0.611721E-01,0.611721E-01
case_files\Case5-1.125-12.5-60D_30,0.614215E-01,0.614215E-01
case_files\Case5-1.125-12.75-60D_30,0.616621E-01,0.616621E-01
case_files\Case5-1.125-13.0-60D_30,0.618942E-01,0.618942E-01
case_files\Case5-1.125-13.25-60D_30,0.621185E-01,0.621185E-01
case_files\Case5-1.125-13.5-60D_30,0.623342E-01,0.623342E-01
case_files\Case5-1.125-13.75-60D_30,0.625409E-01,0.625409E-01
case_files\Case5-1.125-14.0-60D_30,0.627392E-01,0.627392E-01
case_files\Case5-1.125-14.25-60D_30,0.629299E-01,0.629299E-01
case_files\Case5-1.125-14.5-60D_30,0.631131E-01,0.631131E-01
case_files\Case5-1.125-14.75-60D_30,0.632889E-01,0.632889E-01
case_files\Case5-1.125-15.0-60D_30,0.634584E-01,0.634584E-01
case_files\Case5-1.125-15.25-60D_30,0.636229E-01,0.636229E-01
case_files\Case5-1.125-15.5-60D_30,0.637808E-01,0.637808E-01
case_files\Case5-1.125-15.75-60D_30,0.639339E-01,0.639339E-01
case_files\Case5-1.125-16.0-60D_30,0.640816E-01,0.640816E-01
case_files\Case5-1.125-16.25-60D_30,0.642236E-01,0.642236E-01
case_files\Case5-1.125-16.5-60D_30,0.643602E-01,0.643602E-01
case_files\Case5-1.125-16.75-60D_30,0.644915E-01,0.644915E-01
case_files\Case5-1.125-17.0-60D_30,0.646179E-01,0.646179E-01
case_files\Case5-1.15-8.0-60D_30,0.518841E-01,0.518841E-01
case_files\Case5-1.15-8.25-60D_30,0.520947E-01,0.520947E-01
case_files\Case5-1.15-8.5-60D_30,0.524779E-01,0.524779E-01
case_files\Case5-1.15-8.75-60D_30,0.529337E-01,0.529337E-01
case_files\Case5-1.15-9.0-60D_30,0.533688E-01,0.533688E-01
case_files\Case5-1.15-9.25-60D_30,0.537854E-01,0.537854E-01
case_files\Case5-1.15-9.5-60D_30,0.541843E-01,0.541843E-01
case_files\Case5-1.15-9.75-60D_30,0.545661E-01,0.545661E-01
case_files\Case5-1.15-10.0-60D_30,0.549350E-01,0.549350E-01
case_files\Case5-1.15-10.25-60D_30,0.552882E-01,0.552882E-01
case_files\Case5-1.15-10.5-60D_30,0.556259E-01,0.556259E-01
case_files\Case5-1.15-10.75-60D_30,0.559531E-01,0.559531E-01
case_files\Case5-1.15-11.0-60D_30,0.562656E-01,0.562656E-01
case_files\Case5-1.15-11.25-60D_30,0.565669E-01,0.565669E-01
case_files\Case5-1.15-11.5-60D_30,0.568561E-01,0.568561E-01
case_files\Case5-1.15-11.75-60D_30,0.571344E-01,0.571344E-01
case_files\Case5-1.15-12.0-60D_30,0.574012E-01,0.574012E-01
case_files\Case5-1.15-12.25-60D_30,0.576584E-01,0.576584E-01
case_files\Case5-1.15-12.5-60D_30,0.579080E-01,0.579080E-01
case_files\Case5-1.15-12.75-60D_30,0.581476E-01,0.581476E-01
case_files\Case5-1.15-13.0-60D_30,0.583797E-01,0.583797E-01
case_files\Case5-1.15-13.25-60D_30,0.586026E-01,0.586026E-01
case_files\Case5-1.15-13.5-60D_30,0.588155E-01,0.588155E-01
case_files\Case5-1.15-13.75-60D_30,0.590202E-01,0.590202E-01
case_files\Case5-1.15-14.0-60D_30,0.592178E-01,0.592178E-01
case_files\Case5-1.15-14.25-60D_30,0.594084E-01,0.594084E-01
case_files\Case5-1.15-14.5-60D_30,0.595928E-01,0.595928E-01
case_files\Case5-1.15-14.75-60D_30,0.597710E-01,0.597710E-01
case_files\Case5-1.15-15.0-60D_30,0.599437E-01,0.599437E-01
case_files\Case5-1.15-15.25-60D_30,0.601109E-01,0.601109E-01
case_files\Case5-1.15-15.5-60D_30,0.602712E-01,0.602712E-01
case_files\Case5-1.15-15.75-60D_30,0.604255E-01,0.604255E-01
case_files\Case5-1.15-16.0-60D_30,0.605743E-01,0.605743E-01
case_files\Case5-1.15-16.25-60D_30,0.607175E-01,0.607175E-01
case_files\Case5-1.15-16.5-60D_30,0.608556E-01,0.608556E-01
case_files\Case5-1.15-16.75-60D_30,0.609885E-01,0.609885E-01
case_files\Case5-1.15-17.0-60D_30,0.611167E-01,0.611167E-01
case_files\Case5-1.175-8.0-60D_30,0.496237E-01,0.496237E-01
case_files\Case5-1.175-8.25-60D_30,0.495452E-01,0.495452E-01
case_files\Case5-1.175-8.5-60D_30,0.496158E-01,0.496158E-01
case_files\Case5-1.175-8.75-60D_30,0.498339E-01,0.498339E-01
case_files\Case5-1.175-9.0-60D_30,0.501973E-01,0.501973E-01
case_files\Case5-1.175-9.25-60D_30,0.506038E-01,0.506038E-01
case_files\Case5-1.175-9.5-60D_30,0.509958E-01,0.509958E-01
case_files\Case5-1.175-9.75-60D_30,0.513705E-01,0.513705E-01
case_files\Case5-1.175-10.0-60D_30,0.517303E-01,0.517303E-01
case_files\Case5-1.175-10.25-60D_30,0.520756E-01,0.520756E-01
case_files\Case5-1.175-10.5-60D_30,0.524064E-01,0.524064E-01
case_files\Case5-1.175-10.75-60D_30,0.527262E-01,0.527262E-01
case_files\Case5-1.175-11.0-60D_30,0.530345E-01,0.530345E-01
case_files\Case5-1.175-11.25-60D_30,0.533297E-01,0.533297E-01
case_files\Case5-1.175-11.5-60D_30,0.536133E-01,0.536133E-01
case_files\Case5-1.175-11.75-60D_30,0.538887E-01,0.538887E-01
case_files\Case5-1.175-12.0-60D_30,0.541528E-01,0.541528E-01
case_files\Case5-1.175-12.25-60D_30,0.544074E-01,0.544074E-01
case_files\Case5-1.175-12.5-60D_30,0.546531E-01,0.546531E-01
case_files\Case5-1.175-12.75-60D_30,0.548894E-01,0.548894E-01
case_files\Case5-1.175-13.0-60D_30,0.551170E-01,0.551170E-01
case_files\Case5-1.175-13.25-60D_30,0.553361E-01,0.553361E-01
case_files\Case5-1.175-13.5-60D_30,0.555471E-01,0.555471E-01
case_files\Case5-1.175-13.75-60D_30,0.557531E-01,0.557531E-01
case_files\Case5-1.175-14.0-60D_30,0.559517E-01,0.559517E-01
case_files\Case5-1.175-14.25-60D_30,0.561435E-01,0.561435E-01
case_files\Case5-1.175-14.5-60D_30,0.563294E-01,0.563294E-01
case_files\Case5-1.175-14.75-60D_30,0.565083E-01,0.565083E-01
case_files\Case5-1.175-15.0-60D_30,0.566801E-01,0.566801E-01
case_files\Case5-1.175-15.25-60D_30,0.568453E-01,0.568453E-01
case_files\Case5-1.175-15.5-60D_30,0.570046E-01,0.570046E-01
case_files\Case5-1.175-15.75-60D_30,0.571582E-01,0.571582E-01
case_files\Case5-1.175-16.0-60D_30,0.573073E-01,0.573073E-01
case_files\Case5-1.175-16.25-60D_30,0.574510E-01,0.574510E-01
case_files\Case5-1.175-16.5-60D_30,0.575907E-01,0.575907E-01
case_files\Case5-1.175-16.75-60D_30,0.577261E-01,0.577261E-01
case_files\Case5-1.175-17.0-60D_30,0.578578E-01,0.578578E-01
case_files\Case5-1.2-8.0-60D_30,0.479058E-01,0.479058E-01
case_files\Case5-1.2-8.25-60D_30,0.476083E-01,0.476083E-01
case_files\Case5-1.2-8.5-60D_30,0.474435E-01,0.474435E-01
case_files\Case5-1.2-8.75-60D_30,0.474042E-01,0.474042E-01
case_files\Case5-1.2-9.0-60D_30,0.474905E-01,0.474905E-01
case_files\Case5-1.2-9.25-60D_30,0.477034E-01,0.477034E-01
case_files\Case5-1.2-9.5-60D_30,0.480400E-01,0.480400E-01
case_files\Case5-1.2-9.75-60D_30,0.484054E-01,0.484054E-01
case_files\Case5-1.2-10.0-60D_30,0.487588E-01,0.487588E-01
case_files\Case5-1.2-10.25-60D_30,0.490984E-01,0.490984E-01
case_files\Case5-1.2-10.5-60D_30,0.494242E-01,0.494242E-01
case_files\Case5-1.2-10.75-60D_30,0.497379E-01,0.497379E-01
case_files\Case5-1.2-11.0-60D_30,0.500395E-01,0.500395E-01
case_files\Case5-1.2-11.25-60D_30,0.503292E-01,0.503292E-01
case_files\Case5-1.2-11.5-60D_30,0.506091E-01,0.506091E-01
case_files\Case5-1.2-11.75-60D_30,0.508797E-01,0.508797E-01
case_files\Case5-1.2-12.0-60D_30,0.511402E-01,0.511402E-01
case_files\Case5-1.2-12.25-60D_30,0.513897E-01,0.513897E-01
case_files\Case5-1.2-12.5-60D_30,0.516313E-01,0.516313E-01
case_files\Case5-1.2-12.75-60D_30,0.518656E-01,0.518656E-01
case_files\Case5-1.2-13.0-60D_30,0.520911E-01,0.520911E-01
case_files\Case5-1.2-13.25-60D_30,0.523085E-01,0.523085E-01
case_files\Case5-1.2-13.5-60D_30,0.525192E-01,0.525192E-01
case_files\Case5-1.2-13.75-60D_30,0.527222E-01,0.527222E-01
case_files\Case5-1.2-14.0-60D_30,0.529180E-01,0.529180E-01
case_files\Case5-1.2-14.25-60D_30,0.531072E-01,0.531072E-01
case_files\Case5-1.2-14.5-60D_30,0.532896E-01,0.532896E-01
case_files\Case5-1.2-14.75-60D_30,0.534657E-01,0.534657E-01
case_files\Case5-1.2-15.0-60D_30,0.536372E-01,0.536372E-01
case_files\Case5-1.2-15.25-60D_30,0.538040E-01,0.538040E-01
case_files\Case5-1.2-15.5-60D_30,0.539649E-01,0.539649E-01
case_files\Case5-1.2-15.75-60D_30,0.541211E-01,0.541211E-01
case_files\Case5-1.2-16.0-60D_30,0.542725E-01,0.542725E-01
case_files\Case5-1.2-16.25-60D_30,0.544186E-01,0.544186E-01
case_files\Case5-1.2-16.5-60D_30,0.545590E-01,0.545590E-01
case_files\Case5-1.2-16.75-60D_30,0.546947E-01,0.546947E-01
case_files\Case5-1.2-17.0-60D_30,0.548258E-01,0.548258E-01
case_files\Case5-1.225-8.0-60D_30,0.465953E-01,0.465953E-01
case_files\Case5-1.225-8.25-60D_30,0.461227E-01,0.461227E-01
case_files\Case5-1.225-8.5-60D_30,0.457728E-01,0.457728E-01
case_files\Case5-1.225-8.75-60D_30,0.455381E-01,0.455381E-01
case_files\Case5-1.225-9.0-60D_30,0.454170E-01,0.454170E-01
case_files\Case5-1.225-9.25-60D_30,0.454009E-01,0.454009E-01
case_files\Case5-1.225-9.5-60D_30,0.454933E-01,0.454933E-01
case_files\Case5-1.225-9.75-60D_30,0.456937E-01,0.456937E-01
case_files\Case5-1.225-10.0-60D_30,0.459998E-01,0.459998E-01
case_files\Case5-1.225-10.25-60D_30,0.463303E-01,0.463303E-01
case_files\Case5-1.225-10.5-60D_30,0.466499E-01,0.466499E-01
case_files\Case5-1.225-10.75-60D_30,0.469585E-01,0.469585E-01
case_files\Case5-1.225-11.0-60D_30,0.472549E-01,0.472549E-01
case_files\Case5-1.225-11.25-60D_30,0.475407E-01,0.475407E-01
case_files\Case5-1.225-11.5-60D_30,0.478160E-01,0.478160E-01
case_files\Case5-1.225-11.75-60D_30,0.480813E-01,0.480813E-01
case_files\Case5-1.225-12.0-60D_30,0.483366E-01,0.483366E-01
case_files\Case5-1.225-12.25-60D_30,0.485840E-01,0.485840E-01
case_files\Case5-1.225-12.5-60D_30,0.488234E-01,0.488234E-01
case_files\Case5-1.225-12.75-60D_30,0.490546E-01,0.490546E-01
case_files\Case5-1.225-13.0-60D_30,0.492769E-01,0.492769E-01
case_files\Case5-1.225-13.25-60D_30,0.494912E-01,0.494912E-01
case_files\Case5-1.225-13.5-60D_30,0.496995E-01,0.496995E-01
case_files\Case5-1.225-13.75-60D_30,0.499012E-01,0.499012E-01
case_files\Case5-1.225-14.0-60D_30,0.500956E-01,0.500956E-01
case_files\Case5-1.225-14.25-60D_30,0.502836E-01,0.502836E-01
case_files\Case5-1.225-14.5-60D_30,0.504661E-01,0.504661E-01
case_files\Case5-1.225-14.75-60D_30,0.506423E-01,0.506423E-01
case_files\Case5-1.225-15.0-60D_30,0.508126E-01,0.508126E-01
case_files\Case5-1.225-15.25-60D_30,0.509770E-01,0.509770E-01
case_files\Case5-1.225-15.5-60D_30,0.511362E-01,0.511362E-01
case_files\Case5-1.225-15.75-60D_30,0.512901E-01,0.512901E-01
case_files\Case5-1.225-16.0-60D_30,0.514388E-01,0.514388E-01
case_files\Case5-1.225-16.25-60D_30,0.515838E-01,0.515838E-01
case_files\Case5-1.225-16.5-60D_30,0.517253E-01,0.517253E-01
case_files\Case5-1.225-16.75-60D_30,0.518621E-01,0.518621E-01
case_files\Case5-1.225-17.0-60D_30,0.519946E-01,0.519946E-01
case_files\Case5-1.25-8.0-60D_30,0.456172E-01,0.456172E-01
case_files\Case5-1.25-8.25-60D_30,0.449920E-01,0.449920E-01
case_files\Case5-1.25-8.5-60D_30,0.444856E-01,0.444856E-01
case_files\Case5-1.25-8.75-60D_30,0.440928E-01,0.440928E-01
case_files\Case5-1.25-9.0-60D_30,0.438043E-01,0.438043E-01
case_files\Case5-1.25-9.25-60D_30,0.436154E-01,0.436154E-01
case_files\Case5-1.25-9.5-60D_30,0.435233E-01,0.435233E-01
case_files\Case5-1.25-9.75-60D_30,0.435238E-01,0.435238E-01
case_files\Case5-1.25-10.0-60D_30,0.436132E-01,0.436132E-01
case_files\Case5-1.25-10.25-60D_30,0.437969E-01,0.437969E-01
case_files\Case5-1.25-10.5-60D_30,0.440716E-01,0.440716E-01
case_files\Case5-1.25-10.75-60D_30,0.443715E-01,0.443715E-01
case_files\Case5-1.25-11.0-60D_30,0.446628E-01,0.446628E-01
case_files\Case5-1.25-11.25-60D_30,0.449440E-01,0.449440E-01
case_files\Case5-1.25-11.5-60D_30,0.452146E-01,0.452146E-01
case_files\Case5-1.25-11.75-60D_30,0.454765E-01,0.454765E-01
case_files\Case5-1.25-12.0-60D_30,0.457282E-01,0.457282E-01
case_files\Case5-1.25-12.25-60D_30,0.459717E-01,0.459717E-01
case_files\Case5-1.25-12.5-60D_30,0.462065E-01,0.462065E-01
case_files\Case5-1.25-12.75-60D_30,0.464336E-01,0.464336E-01
case_files\Case5-1.25-13.0-60D_30,0.466537E-01,0.466537E-01
case_files\Case5-1.25-13.25-60D_30,0.468673E-01,0.468673E-01
case_files\Case5-1.25-13.5-60D_30,0.470735E-01,0.470735E-01
case_files\Case5-1.25-13.75-60D_30,0.472722E-01,0.472722E-01
case_files\Case5-1.25-14.0-60D_30,0.474645E-01,0.474645E-01
case_files\Case5-1.25-14.25-60D_30,0.476510E-01,0.476510E-01
case_files\Case5-1.25-14.5-60D_30,0.478323E-01,0.478323E-01
case_files\Case5-1.25-14.75-60D_30,0.480071E-01,0.480071E-01
case_files\Case5-1.25-15.0-60D_30,0.481760E-01,0.481760E-01
case_files\Case5-1.25-15.25-60D_30,0.483405E-01,0.483405E-01
case_files\Case5-1.25-15.5-60D_30,0.484999E-01,0.484999E-01
case_files\Case5-1.25-15.75-60D_30,0.486540E-01,0.486540E-01
case_files\Case5-1.25-16.0-60D_30,0.488032E-01,0.488032E-01
case_files\Case5-1.25-16.25-60D_30,0.489476E-01,0.489476E-01
case_files\Case5-1.25-16.5-60D_30,0.490874E-01,0.490874E-01
case_files\Case5-1.25-16.75-60D_30,0.492229E-01,0.492229E-01
case_files\Case5-1.25-17.0-60D_30,0.493541E-01,0.493541E-01
case_files\Case5-1.275-8.0-60D_30,0.449065E-01,0.449065E-01
case_files\Case5-1.275-8.25-60D_30,0.441502E-01,0.441502E-01
case_files\Case5-1.275-8.5-60D_30,0.435116E-01,0.435116E-01
case_files\Case5-1.275-8.75-60D_30,0.429820E-01,0.429820E-01
case_files\Case5-1.275-9.0-60D_30,0.425523E-01,0.425523E-01
case_files\Case5-1.275-9.25-60D_30,0.422197E-01,0.422197E-01
case_files\Case5-1.275-9.5-60D_30,0.419784E-01,0.419784E-01
case_files\Case5-1.275-9.75-60D_30,0.418224E-01,0.418224E-01
case_files\Case5-1.275-10.0-60D_30,0.417499E-01,0.417499E-01
case_files\Case5-1.275-10.25-60D_30,0.417567E-01,0.417567E-01
case_files\Case5-1.275-10.5-60D_30,0.418420E-01,0.418420E-01
case_files\Case5-1.275-10.75-60D_30,0.420062E-01,0.420062E-01
case_files\Case5-1.275-11.0-60D_30,0.422491E-01,0.422491E-01
case_files\Case5-1.275-11.25-60D_30,0.425232E-01,0.425232E-01
case_files\Case5-1.275-11.5-60D_30,0.427895E-01,0.427895E-01
case_files\Case5-1.275-11.75-60D_30,0.430462E-01,0.430462E-01
case_files\Case5-1.275-12.0-60D_30,0.432942E-01,0.432942E-01
case_files\Case5-1.275-12.25-60D_30,0.435339E-01,0.435339E-01
case_files\Case5-1.275-12.5-60D_30,0.437650E-01,0.437650E-01
case_files\Case5-1.275-12.75-60D_30,0.439889E-01,0.439889E-01
case_files\Case5-1.275-13.0-60D_30,0.442049E-01,0.442049E-01
case_files\Case5-1.275-13.25-60D_30,0.444143E-01,0.444143E-01
case_files\Case5-1.275-13.5-60D_30,0.446177E-01,0.446177E-01
case_files\Case5-1.275-13.75-60D_30,0.448153E-01,0.448153E-01
case_files\Case5-1.275-14.0-60D_30,0.450064E-01,0.450064E-01
case_files\Case5-1.275-14.25-60D_30,0.451912E-01,0.451912E-01
case_files\Case5-1.275-14.5-60D_30,0.453698E-01,0.453698E-01
case_files\Case5-1.275-14.75-60D_30,0.455432E-01,0.455432E-01
case_files\Case5-1.275-15.0-60D_30,0.457117E-01,0.457117E-01
case_files\Case5-1.275-15.25-60D_30,0.458749E-01,0.458749E-01
case_files\Case5-1.275-15.5-60D_30,0.460328E-01,0.460328E-01
case_files\Case5-1.275-15.75-60D_30,0.461858E-01,0.461858E-01
case_files\Case5-1.275-16.0-60D_30,0.463350E-01,0.463350E-01
case_files\Case5-1.275-16.25-60D_30,0.464796E-01,0.464796E-01
case_files\Case5-1.275-16.5-60D_30,0.466197E-01,0.466197E-01
case_files\Case5-1.275-16.75-60D_30,0.467555E-01,0.467555E-01
case_files\Case5-1.275-17.0-60D_30,0.468875E-01,0.468875E-01
case_files\Case5-1.3-8.0-60D_30,0.444085E-01,0.444085E-01
case_files\Case5-1.3-8.25-60D_30,0.435398E-01,0.435398E-01
case_files\Case5-1.3-8.5-60D_30,0.427854E-01,0.427854E-01
case_files\Case5-1.3-8.75-60D_30,0.421391E-01,0.421391E-01
case_files\Case5-1.3-9.0-60D_30,0.415931E-01,0.415931E-01
case_files\Case5-1.3-9.25-60D_30,0.411380E-01,0.411380E-01
