case_name,maximum_bs_curvature,maximum_curvature
case_files\Case6-1.7-16.0-60D_30,0.152955E-01,0.152955E-01
case_files\Case6-1.7-16.25-60D_30,0.151696E-01,0.151696E-01
case_files\Case6-1.7-16.5-60D_30,0.150529E-01,0.150529E-01
case_files\Case6-1.7-16.75-60D_30,0.149462E-01,0.149462E-01
case_files\Case6-1.7-17.0-60D_30,0.148491E-01,0.148491E-01
case_files\Case6-1.725-8.0-60D_30,0.322796E-01,0.322796E-01
case_files\Case6-1.725-8.25-60D_30,0.309177E-01,0.309177E-01
case_files\Case6-1.725-8.5-60D_30,0.296631E-01,0.296631E-01
case_files\Case6-1.725-8.75-60D_30,0.285061E-01,0.285061E-01
case_files\Case6-1.725-9.0-60D_30,0.274444E-01,0.274444E-01
case_files\Case6-1.725-9.25-60D_30,0.264627E-01,0.264627E-01
case_files\Case6-1.725-9.5-60D_30,0.255537E-01,0.255537E-01
case_files\Case6-1.725-9.75-60D_30,0.247098E-01,0.247098E-01
case_files\Case6-1.725-10.0-60D_30,0.239272E-01,0.239272E-01
case_files\Case6-1.725-10.25-60D_30,0.232042E-01,0.232042E-01
case_files\Case6-1.725-10.5-60D_30,0.225305E-01,0.225305E-01
case_files\Case6-1.725-10.75-60D_30,0.219026E-01,0.219026E-01
case_files\Case6-1.725-11.0-60D_30,0.213169E-01,0.213169E-01
case_files\Case6-1.725-11.25-60D_30,0.207740E-01,0.207740E-01
case_files\Case6-1.725-11.5-60D_30,0.202657E-01,0.202657E-01
case_files\Case6-1.725-11.75-60D_30,0.197915E-01,0.197915E-01
case_files\Case6-1.725-12.0-60D_30,0.193474E-01,0.193474E-01
case_files\Case6-1.725-12.25-60D_30,0.189346E-01,0.189346E-01
case_files\Case6-1.725-12.5-60D_30,0.185471E-01,0.185471E-01
case_files\Case6-1.725-12.75-60D_30,0.181830E-01,0.181830E-01
case_files\Case6-1.725-13.0-60D_30,0.178441E-01,0.178441E-01
case_files\Case6-1.725-13.25-60D_30,0.175279E-01,0.175279E-01
case_files\Case6-1.725-13.5-60D_30,0.172309E-01,0.172309E-01
case_files\Case6-1.725-13.75-60D_30,0.169518E-01,0.169518E-01
case_files\Case6-1.725-14.0-60D_30,0.166910E-01,0.166910E-01
case_files\Case6-1.725-14.25-60D_30,0.164471E-01,0.164471E-01
case_files\Case6-1.725-14.5-60D_30,0.162178E-01,0.162178E-01
case_files\Case6-1.725-14.75-60D_30,0.160039E-01,0.160039E-01
case_files\Case6-1.725-15.0-60D_30,0.158056E-01,0.158056E-01
case_files\Case6-1.725-15.25-60D_30,0.156198E-01,0.156198E-01
case_files\Case6-1.725-15.5-60D_30,0.154459E-01,0.154459E-01
case_files\Case6-1.725-15.75-60D_30,0.152842E-01,0.152842E-01
case_files\Case6-1.725-16.0-60D_30,0.151339E-01,0.151339E-01
case_files\Case6-1.725-16.25-60D_30,0.149936E-01,0.149936E-01
case_files\Case6-1.725-16.5-60D_30,0.148632E-01,0.148632E-01
case_files\Case6-1.725-16.75-60D_30,0.147434E-01,0.147434E-01
case_files\Case6-1.725-17.0-60D_30,0.146322E-01,0.146322E-01
case_files\Case6-1.75-8.0-60D_30,0.328480E-01,0.328480E-01
case_files\Case6-1.75-8.25-60D_30,0.314432E-01,0.314432E-01
case_files\Case6-1.75-8.5-60D_30,0.301491E-01,0.301491E-01
case_files\Case6-1.75-8.75-60D_30,0.289564E-01,0.289564E-01
case_files\Case6-1.75-9.0-60D_30,0.278541E-01,0.278541E-01
case_files\Case6-1.75-9.25-60D_30,0.268393E-01,0.268393E-01
case_files\Case6-1.75-9.5-60D_30,0.259004E-01,0.259004E-01
case_files\Case6-1.75-9.75-60D_30,0.250292E-01,0.250292E-01
case_files\Case6-1.75-10.0-60D_30,0.242190E-01,0.242190E-01
case_files\Case6-1.75-10.25-60D_30,0.234667E-01,0.234667E-01
case_files\Case6-1.75-10.5-60D_30,0.227660E-01,0.227660E-01
case_files\Case6-1.75-10.75-60D_30,0.221162E-01,0.221162E-01
case_files\Case6-1.75-11.0-60D_30,0.215107E-01,0.215107E-01
case_files\Case6-1.75-11.25-60D_30,0.209442E-01,0.209442E-01
case_files\Case6-1.75-11.5-60D_30,0.204141E-01,0.204141E-01
case_files\Case6-1.75-11.75-60D_30,0.199191E-01,0.199191E-01
case_files\Case6-1.75-12.0-60D_30,0.194587E-01,0.194587E-01
case_files\Case6-1.75-12.25-60D_30,0.190267E-01,0.190267E-01
case_files\Case6-1.75-12.5-60D_30,0.186210E-01,0.186210E-01
case_files\Case6-1.75-12.75-60D_30,0.182397E-01,0.182397E-01
case_files\Case6-1.75-13.0-60D_30,0.178847E-01,0.178847E-01
case_files\Case6-1.75-13.25-60D_30,0.175524E-01,0.175524E-01
case_files\Case6-1.75-13.5-60D_30,0.172402E-01,0.172402E-01
case_files\Case6-1.75-13.75-60D_30,0.169461E-01,0.169461E-01
case_files\Case6-1.75-14.0-60D_30,0.166696E-01,0.166696E-01
case_files\Case6-1.75-14.25-60D_30,0.164118E-01,0.164118E-01
case_files\Case6-1.75-14.5-60D_30,0.161689E-01,0.161689E-01
case_files\Case6-1.75-14.75-60D_30,0.159420E-01,0.159420E-01
case_files\Case6-1.75-15.0-60D_30,0.157286E-01,0.157286E-01
case_files\Case6-1.75-15.25-60D_30,0.155302E-01,0.155302E-01
case_files\Case6-1.75-15.5-60D_30,0.153438E-01,0.153438E-01
case_files\Case6-1.75-15.75-60D_30,0.151688E-01,0.151688E-01
case_files\Case6-1.75-16.0-60D_30,0.150046E-01,0.150046E-01
case_files\Case6-1.75-16.25-60D_30,0.148519E-01,0.148519E-01
case_files\Case6-1.75-16.5-60D_30,0.147094E-01,0.147094E-01
case_files\Case6-1.75-16.75-60D_30,0.145761E-01,0.145761E-01
case_files\Case6-1.75-17.0-60D_30,0.144517E-01,0.144517E-01
case_files\Case6-1.775-8.0-60D_30,0.334374E-01,0.334374E-01
case_files\Case6-1.775-8.25-60D_30,0.319889E-01,0.319889E-01
case_files\Case6-1.775-8.5-60D_30,0.306556E-01,0.306556E-01
case_files\Case6-1.775-8.75-60D_30,0.294256E-01,0.294256E-01
case_files\Case6-1.775-9.0-60D_30,0.282886E-01,0.282886E-01
case_files\Case6-1.775-9.25-60D_30,0.272377E-01,0.272377E-01
case_files\Case6-1.775-9.5-60D_30,0.262652E-01,0.262652E-01
case_files\Case6-1.775-9.75-60D_30,0.253662E-01,0.253662E-01
case_files\Case6-1.775-10.0-60D_30,0.245301E-01,0.245301E-01
case_files\Case6-1.775-10.25-60D_30,0.237525E-01,0.237525E-01
case_files\Case6-1.775-10.5-60D_30,0.230279E-01,0.230279E-01
case_files\Case6-1.775-10.75-60D_30,0.223517E-01,0.223517E-01
case_files\Case6-1.775-11.0-60D_30,0.217216E-01,0.217216E-01
case_files\Case6-1.775-11.25-60D_30,0.211341E-01,0.211341E-01
case_files\Case6-1.775-11.5-60D_30,0.205857E-01,0.205857E-01
case_files\Case6-1.775-11.75-60D_30,0.200719E-01,0.200719E-01
case_files\Case6-1.775-12.0-60D_30,0.195915E-01,0.195915E-01
case_files\Case6-1.775-12.25-60D_30,0.191408E-01,0.191408E-01
case_files\Case6-1.775-12.5-60D_30,0.187171E-01,0.187171E-01
case_files\Case6-1.775-12.75-60D_30,0.183202E-01,0.183202E-01
case_files\Case6-1.775-13.0-60D_30,0.179494E-01,0.179494E-01
case_files\Case6-1.775-13.25-60D_30,0.176010E-01,0.176010E-01
case_files\Case6-1.775-13.5-60D_30,0.172735E-01,0.172735E-01
case_files\Case6-1.775-13.75-60D_30,0.169649E-01,0.169649E-01
case_files\Case6-1.775-14.0-60D_30,0.166739E-01,0.166739E-01
case_files\Case6-1.775-14.25-60D_30,0.164021E-01,0.164021E-01
case_files\Case6-1.775-14.5-60D_30,0.161459E-01,0.161459E-01
case_files\Case6-1.775-14.75-60D_30,0.159062E-01,0.159062E-01
case_files\Case6-1.775-15.0-60D_30,0.156802E-01,0.156802E-01
case_files\Case6-1.775-15.25-60D_30,0.154677E-01,0.154677E-01
case_files\Case6-1.775-15.5-60D_30,0.152691E-01,0.152691E-01
case_files\Case6-1.775-15.75-60D_30,0.150822E-01,0.150822E-01
case_files\Case6-1.775-16.0-60D_30,0.149063E-01,0.149063E-01
case_files\Case6-1.775-16.25-60D_30,0.147409E-01,0.147409E-01
case_files\Case6-1.775-16.5-60D_30,0.145854E-01,0.145854E-01
case_files\Case6-1.775-16.75-60D_30,0.144409E-01,0.144409E-01
case_files\Case6-1.775-17.0-60D_30,0.143056E-01,0.143056E-01
case_files\Case6-1.8-8.0-60D_30,0.340458E-01,0.340458E-01
case_files\Case6-1.8-8.25-60D_30,0.325547E-01,0.325547E-01
case_files\Case6-1.8-8.5-60D_30,0.311816E-01,0.311816E-01
case_files\Case6-1.8-8.75-60D_30,0.299138E-01,0.299138E-01
case_files\Case6-1.8-9.0-60D_30,0.287427E-01,0.287427E-01
case_files\Case6-1.8-9.25-60D_30,0.276587E-01,0.276587E-01
case_files\Case6-1.8-9.5-60D_30,0.266539E-01,0.266539E-01
case_files\Case6-1.8-9.75-60D_30,0.257217E-01,0.257217E-01
case_files\Case6-1.8-10.0-60D_30,0.248583E-01,0.248583E-01
case_files\Case6-1.8-10.25-60D_30,0.240547E-01,0.240547E-01
case_files\Case6-1.8-10.5-60D_30,0.233066E-01,0.233066E-01
case_files\Case6-1.8-10.75-60D_30,0.226085E-01,0.226085E-01
case_files\Case6-1.8-11.0-60D_30,0.219564E-01,0.219564E-01
case_files\Case6-1.8-11.25-60D_30,0.213474E-01,0.213474E-01
case_files\Case6-1.8-11.5-60D_30,0.207771E-01,0.207771E-01
case_files\Case6-1.8-11.75-60D_30,0.202421E-01,0.202421E-01
case_files\Case6-1.8-12.0-60D_30,0.197424E-01,0.197424E-01
case_files\Case6-1.8-12.25-60D_30,0.192754E-01,0.192754E-01
case_files\Case6-1.8-12.5-60D_30,0.188363E-01,0.188363E-01
case_files\Case6-1.8-12.75-60D_30,0.184235E-01,0.184235E-01
case_files\Case6-1.8-13.0-60D_30,0.180356E-01,0.180356E-01
case_files\Case6-1.8-13.25-60D_30,0.176716E-01,0.176716E-01
case_files\Case6-1.8-13.5-60D_30,0.173289E-01,0.173289E-01
case_files\Case6-1.8-13.75-60D_30,0.170059E-01,0.170059E-01
case_files\Case6-1.8-14.0-60D_30,0.167020E-01,0.167020E-01
case_files\Case6-1.8-14.25-60D_30,0.164164E-01,0.164164E-01
case_files\Case6-1.8-14.5-60D_30,0.161469E-01,0.161469E-01
case_files\Case6-1.8-14.75-60D_30,0.158944E-01,0.158944E-01
case_files\Case6-1.8-15.0-60D_30,0.156562E-01,0.156562E-01
case_files\Case6-1.8-15.25-60D_30,0.154317E-01,0.154317E-01
case_files\Case6-1.8-15.5-60D_30,0.152198E-01,0.152198E-01
case_files\Case6-1.8-15.75-60D_30,0.150213E-01,0.150213E-01
case_files\Case6-1.8-16.0-60D_30,0.148340E-01,0.148340E-01
case_files\Case6-1.8-16.25-60D_30,0.146574E-01,0.146574E-01
case_files\Case6-1.8-16.5-60D_30,0.144910E-01,0.144910E-01
case_files\Case6-1.8-16.75-60D_30,0.143345E-01,0.143345E-01
case_files\Case6-1.8-17.0-60D_30,0.141872E-01,0.141872E-01
case_files\Case6-1.825-8.0-60D_30,0.346730E-01,0.346730E-01
case_files\Case6-1.825-8.25-60D_30,0.331395E-01,0.331395E-01
case_files\Case6-1.825-8.5-60D_30,0.317254E-01,0.317254E-01
case_files\Case6-1.825-8.75-60D_30,0.304203E-01,0.304203E-01
case_files\Case6-1.825-9.0-60D_30,0.292144E-01,0.292144E-01
case_files\Case6-1.825-9.25-60D_30,0.280971E-01,0.280971E-01
case_files\Case6-1.825-9.5-60D_30,0.270620E-01,0.270620E-01
case_files\Case6-1.825-9.75-60D_30,0.261004E-01,0.261004E-01
case_files\Case6-1.825-10.0-60D_30,0.252071E-01,0.252071E-01
case_files\Case6-1.825-10.25-60D_30,0.243750E-01,0.243750E-01
case_files\Case6-1.825-10.5-60D_30,0.236019E-01,0.236019E-01
case_files\Case6-1.825-10.75-60D_30,0.228807E-01,0.228807E-01
case_files\Case6-1.825-11.0-60D_30,0.222062E-01,0.222062E-01
case_files\Case6-1.825-11.25-60D_30,0.215774E-01,0.215774E-01
case_files\Case6-1.825-11.5-60D_30,0.209877E-01,0.209877E-01
case_files\Case6-1.825-11.75-60D_30,0.204350E-01,0.204350E-01
case_files\Case6-1.825-12.0-60D_30,0.199171E-01,0.199171E-01
case_files\Case6-1.825-12.25-60D_30,0.194313E-01,0.194313E-01
case_files\Case6-1.825-12.5-60D_30,0.189747E-01,0.189747E-01
case_files\Case6-1.825-12.75-60D_30,0.185451E-01,0.185451E-01
case_files\Case6-1.825-13.0-60D_30,0.181404E-01,0.181404E-01
case_files\Case6-1.825-13.25-60D_30,0.177612E-01,0.177612E-01
case_files\Case6-1.825-13.5-60D_30,0.174048E-01,0.174048E-01
case_files\Case6-1.825-13.75-60D_30,0.170691E-01,0.170691E-01
case_files\Case6-1.825-14.0-60D_30,0.167519E-01,0.167519E-01
case_files\Case6-1.825-14.25-60D_30,0.164527E-01,0.164527E-01
case_files\Case6-1.825-14.5-60D_30,0.161698E-01,0.161698E-01
case_files\Case6-1.825-14.75-60D_30,0.159049E-01,0.159049E-01
case_files\Case6-1.825-15.0-60D_30,0.156544E-01,0.156544E-01
case_files\Case6-1.825-15.25-60D_30,0.154183E-01,0.154183E-01
case_files\Case6-1.825-15.5-60D_30,0.151949E-01,0.151949E-01
case_files\Case6-1.825-15.75-60D_30,0.149843E-01,0.149843E-01
case_files\Case6-1.825-16.0-60D_30,0.147859E-01,0.147859E-01
case_files\Case6-1.825-16.25-60D_30,0.145983E-01,0.145983E-01
case_files\Case6-1.825-16.5-60D_30,0.144214E-01,0.144214E-01
case_files\Case6-1.825-16.75-60D_30,0.142544E-01,0.142544E-01
case_files\Case6-1.825-17.0-60D_30,0.140971E-01,0.140971E-01
case_files\Case6-1.85-8.0-60D_30,0.353150E-01,0.353150E-01
case_files\Case6-1.85-8.25-60D_30,0.337391E-01,0.337391E-01
case_files\Case6-1.85-8.5-60D_30,0.322857E-01,0.322857E-01
case_files\Case6-1.85-8.75-60D_30,0.309444E-01,0.309444E-01
case_files\Case6-1.85-9.0-60D_30,0.297029E-01,0.297029E-01
case_files\Case6-1.85-9.25-60D_30,0.285531E-01,0.285531E-01
case_files\Case6-1.85-9.5-60D_30,0.274870E-01,0.274870E-01
case_files\Case6-1.85-9.75-60D_30,0.264963E-01,0.264963E-01
case_files\Case6-1.85-10.0-60D_30,0.255757E-01,0.255757E-01
case_files\Case6-1.85-10.25-60D_30,0.247181E-01,0.247181E-01
case_files\Case6-1.85-10.5-60D_30,0.239186E-01,0.239186E-01
case_files\Case6-1.85-10.75-60D_30,0.231725E-01,0.231725E-01
case_files\Case6-1.85-11.0-60D_30,0.224752E-01,0.224752E-01
case_files\Case6-1.85-11.25-60D_30,0.218235E-01,0.218235E-01
case_files\Case6-1.85-11.5-60D_30,0.212131E-01,0.212131E-01
case_files\Case6-1.85-11.75-60D_30,0.206418E-01,0.206418E-01
case_files\Case6-1.85-12.0-60D_30,0.201053E-01,0.201053E-01
case_files\Case6-1.85-12.25-60D_30,0.196031E-01,0.196031E-01
case_files\Case6-1.85-12.5-60D_30,0.191304E-01,0.191304E-01
case_files\Case6-1.85-12.75-60D_30,0.186855E-01,0.186855E-01
case_files\Case6-1.85-13.0-60D_30,0.182661E-01,0.182661E-01
case_files\Case6-1.85-13.25-60D_30,0.178726E-01,0.178726E-01
case_files\Case6-1.85-13.5-60D_30,0.175016E-01,0.175016E-01
case_files\Case6-1.85-13.75-60D_30,0.171517E-01,0.171517E-01
case_files\Case6-1.85-14.0-60D_30,0.168210E-01,0.168210E-01
case_files\Case6-1.85-14.25-60D_30,0.165086E-01,0.165086E-01
case_files\Case6-1.85-14.5-60D_30,0.162131E-01,0.162131E-01
case_files\Case6-1.85-14.75-60D_30,0.159355E-01,0.159355E-01
case_files\Case6-1.85-15.0-60D_30,0.156733E-01,0.156733E-01
case_files\Case6-1.85-15.25-60D_30,0.154256E-01,0.154256E-01
case_files\Case6-1.85-15.5-60D_30,0.151912E-01,0.151912E-01
case_files\Case6-1.85-15.75-60D_30,0.149698E-01,0.149698E-01
case_files\Case6-1.85-16.0-60D_30,0.147604E-01,0.147604E-01
case_files\Case6-1.85-16.25-60D_30,0.145621E-01,0.145621E-01
case_files\Case6-1.85-16.5-60D_30,0.143748E-01,0.143748E-01
case_files\Case6-1.85-16.75-60D_30,0.141975E-01,0.141975E-01
case_files\Case6-1.85-17.0-60D_30,0.140309E-01,0.140309E-01
case_files\Case6-1.875-8.0-60D_30,0.359705E-01,0.359705E-01
case_files\Case6-1.875-8.25-60D_30,0.343513E-01,0.343513E-01
case_files\Case6-1.875-8.5-60D_30,0.328612E-01,0.328612E-01
case_files\Case6-1.875-8.75-60D_30,0.314830E-01,0.314830E-01
case_files\Case6-1.875-9.0-60D_30,0.302070E-01,0.302070E-01
case_files\Case6-1.875-9.25-60D_30,0.290253E-01,0.290253E-01
case_files\Case6-1.875-9.5-60D_30,0.279280E-01,0.279280E-01
case_files\Case6-1.875-9.75-60D_30,0.269086E-01,0.269086E-01
case_files\Case6-1.875-10.0-60D_30,0.259599E-01,0.259599E-01
case_files\Case6-1.875-10.25-60D_30,0.250765E-01,0.250765E-01
case_files\Case6-1.875-10.5-60D_30,0.242517E-01,0.242517E-01
case_files\Case6-1.875-10.75-60D_30,0.234832E-01,0.234832E-01
case_files\Case6-1.875-11.0-60D_30,0.227639E-01,0.227639E-01
case_files\Case6-1.875-11.25-60D_30,0.220904E-01,0.220904E-01
case_files\Case6-1.875-11.5-60D_30,0.214606E-01,0.214606E-01
case_files\Case6-1.875-11.75-60D_30,0.208695E-01,0.208695E-01
case_files\Case6-1.875-12.0-60D_30,0.203140E-01,0.203140E-01
case_files\Case6-1.875-12.25-60D_30,0.197935E-01,0.197935E-01
case_files\Case6-1.875-12.5-60D_30,0.193039E-01,0.193039E-01
case_files\Case6-1.875-12.75-60D_30,0.188427E-01,0.188427E-01
case_files\Case6-1.875-13.0-60D_30,0.184080E-01,0.184080E-01
case_files\Case6-1.875-13.25-60D_30,0.179989E-01,0.179989E-01
case_files\Case6-1.875-13.5-60D_30,0.176138E-01,0.176138E-01
case_files\Case6-1.875-13.75-60D_30,0.172502E-01,0.172502E-01
case_files\Case6-1.875-14.0-60D_30,0.169065E-01,0.169065E-01
case_files\Case6-1.875-14.25-60D_30,0.165813E-01,0.165813E-01
case_files\Case6-1.875-14.5-60D_30,0.162737E-01,0.162737E-01
case_files\Case6-1.875-14.75-60D_30,0.159842E-01,0.159842E-01
case_files\Case6-1.875-15.0-60D_30,0.157111E-01,0.157111E-01
case_files\Case6-1.875-15.25-60D_30,0.154526E-01,0.154526E-01
case_files\Case6-1.875-15.5-60D_30,0.152079E-01,0.152079E-01
case_files\Case6-1.875-15.75-60D_30,0.149758E-01,0.149758E-01
case_files\Case6-1.875-16.0-60D_30,0.147557E-01,0.147557E-01
case_files\Case6-1.875-16.25-60D_30,0.145470E-01,0.145470E-01
case_files\Case6-1.875-16.5-60D_30,0.143496E-01,0.143496E-01
case_files\Case6-1.875-16.75-60D_30,0.141623E-01,0.141623E-01
case_files\Case6-1.875-17.0-60D_30,0.139865E-01,0.139865E-01
case_files\Case6-1.9-8.0-60D_30,0.366568E-01,0.366568E-01
case_files\Case6-1.9-8.25-60D_30,0.349932E-01,0.349932E-01
case_files\Case6-1.9-8.5-60D_30,0.334572E-01,0.334572E-01
case_files\Case6-1.9-8.75-60D_30,0.320371E-01,0.320371E-01
case_files\Case6-1.9-9.0-60D_30,0.307254E-01,0.307254E-01
case_files\Case6-1.9-9.25-60D_30,0.295116E-01,0.295116E-01
case_files\Case6-1.9-9.5-60D_30,0.283835E-01,0.283835E-01
case_files\Case6-1.9-9.75-60D_30,0.273358E-01,0.273358E-01
case_files\Case6-1.9-10.0-60D_30,0.263592E-01,0.263592E-01
case_files\Case6-1.9-10.25-60D_30,0.254502E-01,0.254502E-01
case_files\Case6-1.9-10.5-60D_30,0.246013E-01,0.246013E-01
case_files\Case6-1.9-10.75-60D_30,0.238086E-01,0.238086E-01
case_files\Case6-1.9-11.0-60D_30,0.230670E-01,0.230670E-01
case_files\Case6-1.9-11.25-60D_30,0.223723E-01,0.223723E-01
case_files\Case6-1.9-11.5-60D_30,0.217224E-01,0.217224E-01
case_files\Case6-1.9-11.75-60D_30,0.211121E-01,0.211121E-01
case_files\Case6-1.9-12.0-60D_30,0.205389E-01,0.205389E-01
case_files\Case6-1.9-12.25-60D_30,0.200001E-01,0.200001E-01
case_files\Case6-1.9-12.5-60D_30,0.194942E-01,0.194942E-01
case_files\Case6-1.9-12.75-60D_30,0.190174E-01,0.190174E-01
case_files\Case6-1.9-13.0-60D_30,0.185677E-01,0.185677E-01
case_files\Case6-1.9-13.25-60D_30,0.181432E-01,0.181432E-01
case_files\Case6-1.9-13.5-60D_30,0.177446E-01,0.177446E-01
case_files\Case6-1.9-13.75-60D_30,0.173676E-01,0.173676E-01
case_files\Case6-1.9-14.0-60D_30,0.170112E-01,0.170112E-01
case_files\Case6-1.9-14.25-60D_30,0.166737E-01,0.166737E-01
case_files\Case6-1.9-14.5-60D_30,0.163544E-01,0.163544E-01
case_files\Case6-1.9-14.75-60D_30,0.160525E-01,0.160525E-01
case_files\Case6-1.9-15.0-60D_30,0.157678E-01,0.157678E-01
case_files\Case6-1.9-15.25-60D_30,0.154981E-01,0.154981E-01
case_files\Case6-1.9-15.5-60D_30,0.152426E-01,0.152426E-01
case_files\Case6-1.9-15.75-60D_30,0.150001E-01,0.150001E-01
case_files\Case6-1.9-16.0-60D_30,0.147697E-01,0.147697E-01
case_files\Case6-1.9-16.25-60D_30,0.145510E-01,0.145510E-01
case_files\Case6-1.9-16.5-60D_30,0.143437E-01,0.143437E-01
case_files\Case6-1.9-16.75-60D_30,0.141468E-01,0.141468E-01
case_files\Case6-1.9-17.0-60D_30,0.139619E-01,0.139619E-01
case_files\Case6-1.925-8.0-60D_30,0.373523E-01,0.373523E-01
case_files\Case6-1.925-8.25-60D_30,0.356477E-01,0.356477E-01
case_files\Case6-1.925-8.5-60D_30,0.340724E-01,0.340724E-01
case_files\Case6-1.925-8.75-60D_30,0.326156E-01,0.326156E-01
case_files\Case6-1.925-9.0-60D_30,0.312664E-01,0.312664E-01
case_files\Case6-1.925-9.25-60D_30,0.300139E-01,0.300139E-01
case_files\Case6-1.925-9.5-60D_30,0.288535E-01,0.288535E-01
case_files\Case6-1.925-9.75-60D_30,0.277769E-01,0.277769E-01
case_files\Case6-1.925-10.0-60D_30,0.267738E-01,0.267738E-01
case_files\Case6-1.925-10.25-60D_30,0.258384E-01,0.258384E-01
case_files\Case6-1.925-10.5-60D_30,0.249650E-01,0.249650E-01
case_files\Case6-1.925-10.75-60D_30,0.241481E-01,0.241481E-01
case_files\Case6-1.925-11.0-60D_30,0.233848E-01,0.233848E-01
case_files\Case6-1.925-11.25-60D_30,0.226692E-01,0.226692E-01
case_files\Case6-1.925-11.5-60D_30,0.219980E-01,0.219980E-01
case_files\Case6-1.925-11.75-60D_30,0.213688E-01,0.213688E-01
case_files\Case6-1.925-12.0-60D_30,0.207773E-01,0.207773E-01
case_files\Case6-1.925-12.25-60D_30,0.202200E-01,0.202200E-01
case_files\Case6-1.925-12.5-60D_30,0.196977E-01,0.196977E-01
case_files\Case6-1.925-12.75-60D_30,0.192049E-01,0.192049E-01
case_files\Case6-1.925-13.0-60D_30,0.187400E-01,0.187400E-01
case_files\Case6-1.925-13.25-60D_30,0.183007E-01,0.183007E-01
case_files\Case6-1.925-13.5-60D_30,0.178876E-01,0.178876E-01
case_files\Case6-1.925-13.75-60D_30,0.174978E-01,0.174978E-01
case_files\Case6-1.925-14.0-60D_30,0.171293E-01,0.171293E-01
case_files\Case6-1.925-14.25-60D_30,0.167796E-01,0.167796E-01
case_files\Case6-1.925-14.5-60D_30,0.164487E-01,0.164487E-01
case_files\Case6-1.925-14.75-60D_30,0.161348E-01,0.161348E-01
case_files\Case6-1.925-15.0-60D_30,0.158395E-01,0.158395E-01
case_files\Case6-1.925-15.25-60D_30,0.155591E-01,0.155591E-01
case_files\Case6-1.925-15.5-60D_30,0.152932E-01,0.152932E-01
case_files\Case6-1.925-15.75-60D_30,0.150406E-01,0.150406E-01
case_files\Case6-1.925-16.0-60D_30,0.148005E-01,0.148005E-01
case_files\Case6-1.925-16.25-60D_30,0.145722E-01,0.145722E-01
case_files\Case6-1.925-16.5-60D_30,0.143555E-01,0.143555E-01
case_files\Case6-1.925-16.75-60D_30,0.141492E-01,0.141492E-01
case_files\Case6-1.925-17.0-60D_30,0.139554E-01,0.139554E-01
case_files\Case6-1.95-8.0-60D_30,0.380486E-01,0.380486E-01
case_files\Case6-1.95-8.25-60D_30,0.363080E-01,0.363080E-01
case_files\Case6-1.95-8.5-60D_30,0.346985E-01,0.346985E-01
case_files\Case6-1.95-8.75-60D_30,0.332067E-01,0.332067E-01
case_files\Case6-1.95-9.0-60D_30,0.318222E-01,0.318222E-01
case_files\Case6-1.95-9.25-60D_30,0.305370E-01,0.305370E-01
case_files\Case6-1.95-9.5-60D_30,0.293430E-01,0.293430E-01
case_files\Case6-1.95-9.75-60D_30,0.282306E-01,0.282306E-01
case_files\Case6-1.95-10.0-60D_30,0.272015E-01,0.272015E-01
case_files\Case6-1.95-10.25-60D_30,0.262398E-01,0.262398E-01
case_files\Case6-1.95-10.5-60D_30,0.253426E-01,0.253426E-01
case_files\Case6-1.95-10.75-60D_30,0.245025E-01,0.245025E-01
case_files\Case6-1.95-11.0-60D_30,0.237166E-01,0.237166E-01
case_files\Case6-1.95-11.25-60D_30,0.229796E-01,0.229796E-01
case_files\Case6-1.95-11.5-60D_30,0.222875E-01,0.222875E-01
case_files\Case6-1.95-11.75-60D_30,0.216393E-01,0.216393E-01
case_files\Case6-1.95-12.0-60D_30,0.210289E-01,0.210289E-01
case_files\Case6-1.95-12.25-60D_30,0.204546E-01,0.204546E-01
case_files\Case6-1.95-12.5-60D_30,0.199153E-01,0.199153E-01
case_files\Case6-1.95-12.75-60D_30,0.194082E-01,0.194082E-01
case_files\Case6-1.95-13.0-60D_30,0.189293E-01,0.189293E-01
case_files\Case6-1.95-13.25-60D_30,0.184769E-01,0.184769E-01
case_files\Case6-1.95-13.5-60D_30,0.180492E-01,0.180492E-01
case_files\Case6-1.95-13.75-60D_30,0.176463E-01,0.176463E-01
case_files\Case6-1.95-14.0-60D_30,0.172646E-01,0.172646E-01
case_files\Case6-1.95-14.25-60D_30,0.169028E-01,0.169028E-01
case_files\Case6-1.95-14.5-60D_30,0.165596E-01,0.165596E-01
case_files\Case6-1.95-14.75-60D_30,0.162339E-01,0.162339E-01
case_files\Case6-1.95-15.0-60D_30,0.159268E-01,0.159268E-01
